data;time;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
2025-04-07;São Paulo;0.03883;0.04169;0.04421;0.04526;0.04682;0.04697;0.04787;0.04903;0.04889;0.04939;0.05009;0.0532;0.05096;0.05305;0.05238;0.05577;0.05559;0.05653;0.05658;0.05689
2025-04-07;Vasco;0.05493;0.05344;0.05278;0.05308;0.05181;0.05232;0.05281;0.05209;0.05245;0.05115;0.0509;0.04934;0.04935;0.04993;0.04868;0.04877;0.04606;0.04554;0.04337;0.0412
2025-04-07;Vitória;0.02369;0.0277;0.03116;0.03435;0.03613;0.03959;0.03944;0.04237;0.04475;0.04585;0.04937;0.05088;0.054;0.0564;0.05899;0.06182;0.06479;0.07111;0.07673;0.09088
2025-04-08;Atlético-MG;0.03181;0.03528;0.03816;0.03908;0.03998;0.04307;0.04312;0.04563;0.04648;0.0478;0.051;0.05184;0.05306;0.05389;0.05679;0.05898;0.06007;0.06249;0.06809;0.07338
2025-04-08;Bahia;0.03854;0.041;0.04464;0.04503;0.04626;0.04694;0.04791;0.04921;0.05038;0.05105;0.05091;0.05317;0.05206;0.05344;0.05327;0.05456;0.0536;0.05454;0.05749;0.056
2025-04-08;Botafogo;0.06813;0.06462;0.06154;0.05965;0.0572;0.0555;0.05316;0.0524;0.05089;0.0514;0.04936;0.04821;0.04795;0.04575;0.0445;0.04214;0.04092;0.03923;0.03607;0.03138
2025-04-08;Ceará;0.06861;0.06517;0.0614;0.05922;0.05793;0.05595;0.05315;0.05287;0.05176;0.05064;0.04832;0.04832;0.04645;0.04573;0.04474;0.04292;0.04034;0.03815;0.03634;0.03199
2025-04-08;Corinthians;0.06799;0.06479;0.06031;0.05943;0.05749;0.05555;0.05404;0.05234;0.05307;0.05073;0.04883;0.04804;0.04688;0.04615;0.04379;0.04231;0.04018;0.03999;0.03646;0.03163
2025-04-08;Cruzeiro;0.05341;0.05464;0.05249;0.05401;0.05275;0.05302;0.05213;0.05091;0.05203;0.04998;0.04996;0.05066;0.05022;0.04814;0.04737;0.0476;0.04838;0.04599;0.04537;0.04094
2025-04-08;Flamengo;0.06691;0.06296;0.06161;0.05973;0.05608;0.05611;0.05468;0.05308;0.05083;0.05141;0.04826;0.04949;0.04786;0.04563;0.04576;0.04265;0.04035;0.03836;0.03635;0.03189
2025-04-08;Fluminense;0.05352;0.05322;0.05314;0.05337;0.05323;0.05294;0.05262;0.05164;0.05179;0.04965;0.05052;0.0494;0.05035;0.04951;0.04841;0.04738;0.04795;0.0463;0.04363;0.04143
2025-04-08;Fortaleza;0.06824;0.06354;0.05968;0.05733;0.05687;0.05544;0.05439;0.05345;0.05232;0.05131;0.04994;0.04839;0.04788;0.04528;0.04422;0.04308;0.04033;0.039;0.0358;0.03351
2025-04-08;Grêmio;0.05312;0.05303;0.05539;0.05422;0.05306;0.05252;0.05172;0.05234;0.05176;0.0504;0.05114;0.04955;0.04931;0.04903;0.04751;0.04827;0.04734;0.04572;0.04346;0.04111
2025-04-08;Internacional;0.06945;0.06333;0.06148;0.05861;0.05796;0.05562;0.05565;0.05231;0.05172;0.05026;0.04971;0.04763;0.04548;0.04454;0.04495;0.04172;0.0401;0.03967;0.03664;0.03317
2025-04-08;Juventude;0.05248;0.0535;0.05301;0.05354;0.05276;0.05264;0.05263;0.05246;0.05236;0.05017;0.04997;0.05067;0.04986;0.0492;0.04943;0.04885;0.04655;0.04603;0.04349;0.0404
2025-04-08;Mirassol;0.03032;0.03397;0.03716;0.03958;0.04196;0.04346;0.04509;0.04541;0.04706;0.04924;0.05041;0.05071;0.05307;0.05588;0.05656;0.05877;0.06044;0.06331;0.06477;0.07283
2025-04-08;Palmeiras;0.06865;0.06381;0.0593;0.05707;0.05694;0.05476;0.05473;0.05225;0.05283;0.0505;0.04912;0.04825;0.04749;0.045;0.0444;0.04384;0.04287;0.03877;0.03687;0.03255
2025-04-08;Red Bull Bragantino;0.02992;0.03513;0.037;0.03949;0.04202;0.04243;0.0443;0.04621;0.04711;0.05054;0.05047;0.05176;0.05302;0.05347;0.05653;0.05813;0.05925;0.06363;0.06695;0.07264
2025-04-08;Santos;0.03032;0.03484;0.03819;0.03946;0.0408;0.04282;0.04431;0.04646;0.04683;0.04806;0.05066;0.05124;0.05267;0.05433;0.05603;0.05922;0.06028;0.06522;0.06621;0.07205
2025-04-08;Sport;0.03109;0.03457;0.03725;0.03858;0.04133;0.04292;0.045;0.0461;0.04667;0.04944;0.0504;0.05095;0.05172;0.05619;0.05597;0.05683;0.0611;0.06259;0.06808;0.07322
2025-04-08;São Paulo;0.03961;0.04146;0.04441;0.04489;0.04669;0.04802;0.04815;0.04851;0.04811;0.05009;0.05204;0.0515;0.05283;0.05375;0.0527;0.05392;0.05477;0.05583;0.0557;0.05702
2025-04-08;Vasco;0.05362;0.05266;0.05287;0.05427;0.0533;0.0524;0.05202;0.0525;0.05157;0.05103;0.05048;0.04958;0.04957;0.04929;0.04815;0.04697;0.04823;0.04572;0.04495;0.04082
2025-04-08;Vitória;0.02426;0.02848;0.03097;0.03344;0.03539;0.03789;0.0412;0.04392;0.04443;0.0463;0.0485;0.05064;0.05227;0.0558;0.05892;0.06186;0.06695;0.06946;0.07728;0.09204
